emotion,path
surprise,../data/clean_audios/TESS\OAF_jar_ps.wav
sadness,../data/clean_audios/TESS\OAF_jar_sad.wav
anger,../data/clean_audios/TESS\OAF_join_angry.wav
anger,../data/clean_audios/TESS\OAF_join_disgust.wav
fear,../data/clean_audios/TESS\OAF_join_fear.wav
joy,../data/clean_audios/TESS\OAF_join_happy.wav
neutral,../data/clean_audios/TESS\OAF_join_neutral.wav
surprise,../data/clean_audios/TESS\OAF_join_ps.wav
sadness,../data/clean_audios/TESS\OAF_join_sad.wav
anger,../data/clean_audios/TESS\OAF_judge_angry.wav
anger,../data/clean_audios/TESS\OAF_judge_disgust.wav
fear,../data/clean_audios/TESS\OAF_judge_fear.wav
joy,../data/clean_audios/TESS\OAF_judge_happy.wav
neutral,../data/clean_audios/TESS\OAF_judge_neutral.wav
surprise,../data/clean_audios/TESS\OAF_judge_ps.wav
sadness,../data/clean_audios/TESS\OAF_judge_sad.wav
anger,../data/clean_audios/TESS\OAF_jug_angry.wav
anger,../data/clean_audios/TESS\OAF_jug_disgust.wav
fear,../data/clean_audios/TESS\OAF_jug_fear.wav
joy,../data/clean_audios/TESS\OAF_jug_happy.wav
neutral,../data/clean_audios/TESS\OAF_jug_neutral.wav
surprise,../data/clean_audios/TESS\OAF_jug_ps.wav
sadness,../data/clean_audios/TESS\OAF_jug_sad.wav
anger,../data/clean_audios/TESS\OAF_juice_angry.wav
anger,../data/clean_audios/TESS\OAF_juice_disgust.wav
fear,../data/clean_audios/TESS\OAF_juice_fear.wav
joy,../data/clean_audios/TESS\OAF_juice_happy.wav
neutral,../data/clean_audios/TESS\OAF_juice_neutral.wav
surprise,../data/clean_audios/TESS\OAF_juice_ps.wav
sadness,../data/clean_audios/TESS\OAF_juice_sad.wav
anger,../data/clean_audios/TESS\OAF_keen_angry.wav
anger,../data/clean_audios/TESS\OAF_keen_disgust.wav
fear,../data/clean_audios/TESS\OAF_keen_fear.wav
joy,../data/clean_audios/TESS\OAF_keen_happy.wav
neutral,../data/clean_audios/TESS\OAF_keen_neutral.wav
surprise,../data/clean_audios/TESS\OAF_keen_ps.wav
sadness,../data/clean_audios/TESS\OAF_keen_sad.wav
anger,../data/clean_audios/TESS\OAF_keep_angry.wav
anger,../data/clean_audios/TESS\OAF_keep_disgust.wav
fear,../data/clean_audios/TESS\OAF_keep_fear.wav
joy,../data/clean_audios/TESS\OAF_keep_happy.wav
neutral,../data/clean_audios/TESS\OAF_keep_neutral.wav
surprise,../data/clean_audios/TESS\OAF_keep_ps.wav
sadness,../data/clean_audios/TESS\OAF_keep_sad.wav
anger,../data/clean_audios/TESS\OAF_keg_angry.wav
anger,../data/clean_audios/TESS\OAF_keg_disgust.wav
fear,../data/clean_audios/TESS\OAF_keg_fear.wav
joy,../data/clean_audios/TESS\OAF_keg_happy.wav
neutral,../data/clean_audios/TESS\OAF_keg_neutral.wav
surprise,../data/clean_audios/TESS\OAF_keg_ps.wav
sadness,../data/clean_audios/TESS\OAF_keg_sad.wav
anger,../data/clean_audios/TESS\OAF_kick_angry.wav
anger,../data/clean_audios/TESS\OAF_kick_disgust.wav
fear,../data/clean_audios/TESS\OAF_kick_fear.wav
joy,../data/clean_audios/TESS\OAF_kick_happy.wav
neutral,../data/clean_audios/TESS\OAF_kick_neutral.wav
surprise,../data/clean_audios/TESS\OAF_kick_ps.wav
sadness,../data/clean_audios/TESS\OAF_kick_sad.wav
anger,../data/clean_audios/TESS\OAF_kill_angry.wav
anger,../data/clean_audios/TESS\OAF_kill_disgust.wav
fear,../data/clean_audios/TESS\OAF_kill_fear.wav
joy,../data/clean_audios/TESS\OAF_kill_happy.wav
neutral,../data/clean_audios/TESS\OAF_kill_neutral.wav
surprise,../data/clean_audios/TESS\OAF_kill_ps.wav
sadness,../data/clean_audios/TESS\OAF_kill_sad.wav
anger,../data/clean_audios/TESS\OAF_king_angry.wav
anger,../data/clean_audios/TESS\OAF_king_disgust.wav
fear,../data/clean_audios/TESS\OAF_king_fear.wav
joy,../data/clean_audios/TESS\OAF_king_happy.wav
neutral,../data/clean_audios/TESS\OAF_king_neutral.wav
surprise,../data/clean_audios/TESS\OAF_king_ps.wav
sadness,../data/clean_audios/TESS\OAF_king_sad.wav
anger,../data/clean_audios/TESS\OAF_kite_angry.wav
anger,../data/clean_audios/TESS\OAF_kite_disgust.wav
fear,../data/clean_audios/TESS\OAF_kite_fear.wav
joy,../data/clean_audios/TESS\OAF_kite_happy.wav
neutral,../data/clean_audios/TESS\OAF_kite_neutral.wav
surprise,../data/clean_audios/TESS\OAF_kite_ps.wav
sadness,../data/clean_audios/TESS\OAF_kite_sad.wav
anger,../data/clean_audios/TESS\OAF_knock_angry.wav
anger,../data/clean_audios/TESS\OAF_knock_disgust.wav
fear,../data/clean_audios/TESS\OAF_knock_fear.wav
joy,../data/clean_audios/TESS\OAF_knock_happy.wav
neutral,../data/clean_audios/TESS\OAF_knock_neutral.wav
surprise,../data/clean_audios/TESS\OAF_knock_ps.wav
sadness,../data/clean_audios/TESS\OAF_knock_sad.wav
anger,../data/clean_audios/TESS\OAF_late_angry.wav
anger,../data/clean_audios/TESS\OAF_late_disgust.wav
fear,../data/clean_audios/TESS\OAF_late_fear.wav
joy,../data/clean_audios/TESS\OAF_late_happy.wav
neutral,../data/clean_audios/TESS\OAF_late_neutral.wav
surprise,../data/clean_audios/TESS\OAF_late_ps.wav
sadness,../data/clean_audios/TESS\OAF_late_sad.wav
anger,../data/clean_audios/TESS\OAF_laud_angry.wav
anger,../data/clean_audios/TESS\OAF_laud_disgust.wav
fear,../data/clean_audios/TESS\OAF_laud_fear.wav
joy,../data/clean_audios/TESS\OAF_laud_happy.wav
neutral,../data/clean_audios/TESS\OAF_laud_neutral.wav
surprise,../data/clean_audios/TESS\OAF_laud_ps.wav
sadness,../data/clean_audios/TESS\OAF_laud_sad.wav
anger,../data/clean_audios/TESS\OAF_lean_angry.wav
anger,../data/clean_audios/TESS\OAF_lean_disgust.wav
fear,../data/clean_audios/TESS\OAF_lean_fear.wav
joy,../data/clean_audios/TESS\OAF_lean_happy.wav
neutral,../data/clean_audios/TESS\OAF_lean_neutral.wav
surprise,../data/clean_audios/TESS\OAF_lean_ps.wav
sadness,../data/clean_audios/TESS\OAF_lean_sad.wav
anger,../data/clean_audios/TESS\OAF_learn_angry.wav
anger,../data/clean_audios/TESS\OAF_learn_disgust.wav
fear,../data/clean_audios/TESS\OAF_learn_fear.wav
joy,../data/clean_audios/TESS\OAF_learn_happy.wav
neutral,../data/clean_audios/TESS\OAF_learn_neutral.wav
surprise,../data/clean_audios/TESS\OAF_learn_ps.wav
sadness,../data/clean_audios/TESS\OAF_learn_sad.wav
anger,../data/clean_audios/TESS\OAF_lease_angry.wav
anger,../data/clean_audios/TESS\OAF_lease_disgust.wav
fear,../data/clean_audios/TESS\OAF_lease_fear.wav
joy,../data/clean_audios/TESS\OAF_lease_happy.wav
neutral,../data/clean_audios/TESS\OAF_lease_neutral.wav
surprise,../data/clean_audios/TESS\OAF_lease_ps.wav
sadness,../data/clean_audios/TESS\OAF_lease_sad.wav
anger,../data/clean_audios/TESS\OAF_lid_angry.wav
anger,../data/clean_audios/TESS\OAF_lid_disgust.wav
fear,../data/clean_audios/TESS\OAF_lid_fear.wav
joy,../data/clean_audios/TESS\OAF_lid_happy.wav
neutral,../data/clean_audios/TESS\OAF_lid_neutral.wav
surprise,../data/clean_audios/TESS\OAF_lid_ps.wav
sadness,../data/clean_audios/TESS\OAF_lid_sad.wav
anger,../data/clean_audios/TESS\OAF_life_angry.wav
anger,../data/clean_audios/TESS\OAF_life_disgust.wav
fear,../data/clean_audios/TESS\OAF_life_fear.wav
joy,../data/clean_audios/TESS\OAF_life_happy.wav
neutral,../data/clean_audios/TESS\OAF_life_neutral.wav
surprise,../data/clean_audios/TESS\OAF_life_ps.wav
sadness,../data/clean_audios/TESS\OAF_life_sad.wav
anger,../data/clean_audios/TESS\OAF_limb_angry.wav
anger,../data/clean_audios/TESS\OAF_limb_disgust.wav
fear,../data/clean_audios/TESS\OAF_limb_fear.wav
joy,../data/clean_audios/TESS\OAF_limb_happy.wav
neutral,../data/clean_audios/TESS\OAF_limb_neutral.wav
surprise,../data/clean_audios/TESS\OAF_limb_ps.wav
sadness,../data/clean_audios/TESS\OAF_limb_sad.wav
anger,../data/clean_audios/TESS\OAF_live_angry.wav
anger,../data/clean_audios/TESS\OAF_live_disgust.wav
fear,../data/clean_audios/TESS\OAF_live_fear.wav
joy,../data/clean_audios/TESS\OAF_live_happy.wav
neutral,../data/clean_audios/TESS\OAF_live_neutral.wav
surprise,../data/clean_audios/TESS\OAF_live_ps.wav
sadness,../data/clean_audios/TESS\OAF_live_sad.wav
anger,../data/clean_audios/TESS\OAF_loaf_angry.wav
anger,../data/clean_audios/TESS\OAF_loaf_disgust.wav
fear,../data/clean_audios/TESS\OAF_loaf_fear.wav
joy,../data/clean_audios/TESS\OAF_loaf_happy.wav
neutral,../data/clean_audios/TESS\OAF_loaf_neutral.wav
surprise,../data/clean_audios/TESS\OAF_loaf_ps.wav
sadness,../data/clean_audios/TESS\OAF_loaf_sad.wav
anger,../data/clean_audios/TESS\OAF_long_angry.wav
anger,../data/clean_audios/TESS\OAF_long_disgust.wav
fear,../data/clean_audios/TESS\OAF_long_fear.wav
joy,../data/clean_audios/TESS\OAF_long_happy.wav
neutral,../data/clean_audios/TESS\OAF_long_neutral.wav
surprise,../data/clean_audios/TESS\OAF_long_ps.wav
sadness,../data/clean_audios/TESS\OAF_long_sad.wav
anger,../data/clean_audios/TESS\OAF_lore_angry.wav
anger,../data/clean_audios/TESS\OAF_lore_disgust.wav
fear,../data/clean_audios/TESS\OAF_lore_fear.wav
joy,../data/clean_audios/TESS\OAF_lore_happy.wav
neutral,../data/clean_audios/TESS\OAF_lore_neutral.wav
surprise,../data/clean_audios/TESS\OAF_lore_ps.wav
sadness,../data/clean_audios/TESS\OAF_lore_sad.wav
anger,../data/clean_audios/TESS\OAF_lose_angry.wav
anger,../data/clean_audios/TESS\OAF_lose_disgust.wav
fear,../data/clean_audios/TESS\OAF_lose_fear.wav
joy,../data/clean_audios/TESS\OAF_lose_happy.wav
neutral,../data/clean_audios/TESS\OAF_lose_neutral.wav
surprise,../data/clean_audios/TESS\OAF_lose_ps.wav
sadness,../data/clean_audios/TESS\OAF_lose_sad.wav
anger,../data/clean_audios/TESS\OAF_lot_angry.wav
anger,../data/clean_audios/TESS\OAF_lot_disgust.wav
fear,../data/clean_audios/TESS\OAF_lot_fear.wav
joy,../data/clean_audios/TESS\OAF_lot_happy.wav
neutral,../data/clean_audios/TESS\OAF_lot_neutral.wav
surprise,../data/clean_audios/TESS\OAF_lot_ps.wav
sadness,../data/clean_audios/TESS\OAF_lot_sad.wav
anger,../data/clean_audios/TESS\OAF_love_angry.wav
anger,../data/clean_audios/TESS\OAF_love_disgust.wav
fear,../data/clean_audios/TESS\OAF_love_fear.wav
joy,../data/clean_audios/TESS\OAF_love_happy.wav
neutral,../data/clean_audios/TESS\OAF_love_neutral.wav
surprise,../data/clean_audios/TESS\OAF_love_ps.wav
sadness,../data/clean_audios/TESS\OAF_love_sad.wav
anger,../data/clean_audios/TESS\OAF_luck_angry.wav
anger,../data/clean_audios/TESS\OAF_luck_disgust.wav
fear,../data/clean_audios/TESS\OAF_luck_fear.wav
joy,../data/clean_audios/TESS\OAF_luck_happy.wav
neutral,../data/clean_audios/TESS\OAF_luck_neutral.wav
surprise,../data/clean_audios/TESS\OAF_luck_ps.wav
sadness,../data/clean_audios/TESS\OAF_luck_sad.wav
anger,../data/clean_audios/TESS\OAF_make_angry.wav
anger,../data/clean_audios/TESS\OAF_make_disgust.wav
fear,../data/clean_audios/TESS\OAF_make_fear.wav
joy,../data/clean_audios/TESS\OAF_make_happy.wav
neutral,../data/clean_audios/TESS\OAF_make_neutral.wav
surprise,../data/clean_audios/TESS\OAF_make_ps.wav
sadness,../data/clean_audios/TESS\OAF_make_sad.wav
anger,../data/clean_audios/TESS\OAF_match_angry.wav
anger,../data/clean_audios/TESS\OAF_match_disgust.wav
fear,../data/clean_audios/TESS\OAF_match_fear.wav
joy,../data/clean_audios/TESS\OAF_match_happy.wav
neutral,../data/clean_audios/TESS\OAF_match_neutral.wav
surprise,../data/clean_audios/TESS\OAF_match_ps.wav
sadness,../data/clean_audios/TESS\OAF_match_sad.wav
anger,../data/clean_audios/TESS\OAF_merge_angry.wav
anger,../data/clean_audios/TESS\OAF_merge_disgust.wav
fear,../data/clean_audios/TESS\OAF_merge_fear.wav
joy,../data/clean_audios/TESS\OAF_merge_happy.wav
neutral,../data/clean_audios/TESS\OAF_merge_neutral.wav
surprise,../data/clean_audios/TESS\OAF_merge_ps.wav
sadness,../data/clean_audios/TESS\OAF_merge_sad.wav
anger,../data/clean_audios/TESS\OAF_mess_angry.wav
anger,../data/clean_audios/TESS\OAF_mess_disgust.wav
fear,../data/clean_audios/TESS\OAF_mess_fear.wav
joy,../data/clean_audios/TESS\OAF_mess_happy.wav
neutral,../data/clean_audios/TESS\OAF_mess_neutral.wav
surprise,../data/clean_audios/TESS\OAF_mess_ps.wav
sadness,../data/clean_audios/TESS\OAF_mess_sad.wav
anger,../data/clean_audios/TESS\OAF_met_angry.wav
anger,../data/clean_audios/TESS\OAF_met_disgust.wav
fear,../data/clean_audios/TESS\OAF_met_fear.wav
joy,../data/clean_audios/TESS\OAF_met_happy.wav
neutral,../data/clean_audios/TESS\OAF_met_neutral.wav
surprise,../data/clean_audios/TESS\OAF_met_ps.wav
sadness,../data/clean_audios/TESS\OAF_met_sad.wav
anger,../data/clean_audios/TESS\OAF_mill_angry.wav
anger,../data/clean_audios/TESS\OAF_mill_disgust.wav
fear,../data/clean_audios/TESS\OAF_mill_fear.wav
joy,../data/clean_audios/TESS\OAF_mill_happy.wav
neutral,../data/clean_audios/TESS\OAF_mill_neutral.wav
surprise,../data/clean_audios/TESS\OAF_mill_ps.wav
sadness,../data/clean_audios/TESS\OAF_mill_sad.wav
anger,../data/clean_audios/TESS\OAF_mob_angry.wav
anger,../data/clean_audios/TESS\OAF_mob_disgust.wav
fear,../data/clean_audios/TESS\OAF_mob_fear.wav
joy,../data/clean_audios/TESS\OAF_mob_happy.wav
neutral,../data/clean_audios/TESS\OAF_mob_neutral.wav
surprise,../data/clean_audios/TESS\OAF_mob_ps.wav
sadness,../data/clean_audios/TESS\OAF_mob_sad.wav
anger,../data/clean_audios/TESS\OAF_mode_angry.wav
anger,../data/clean_audios/TESS\OAF_mode_disgust.wav
fear,../data/clean_audios/TESS\OAF_mode_fear.wav
joy,../data/clean_audios/TESS\OAF_mode_happy.wav
neutral,../data/clean_audios/TESS\OAF_mode_neutral.wav
surprise,../data/clean_audios/TESS\OAF_mode_ps.wav
sadness,../data/clean_audios/TESS\OAF_mode_sad.wav
anger,../data/clean_audios/TESS\OAF_mood_angry.wav
anger,../data/clean_audios/TESS\OAF_mood_disgust.wav
fear,../data/clean_audios/TESS\OAF_mood_fear.wav
joy,../data/clean_audios/TESS\OAF_mood_happy.wav
neutral,../data/clean_audios/TESS\OAF_mood_neutral.wav
surprise,../data/clean_audios/TESS\OAF_mood_ps.wav
sadness,../data/clean_audios/TESS\OAF_mood_sad.wav
anger,../data/clean_audios/TESS\OAF_moon_angry.wav
anger,../data/clean_audios/TESS\OAF_moon_disgust.wav
fear,../data/clean_audios/TESS\OAF_moon_fear.wav
joy,../data/clean_audios/TESS\OAF_moon_happy.wav
neutral,../data/clean_audios/TESS\OAF_moon_neutral.wav
surprise,../data/clean_audios/TESS\OAF_moon_ps.wav
sadness,../data/clean_audios/TESS\OAF_moon_sad.wav
anger,../data/clean_audios/TESS\OAF_mop_angry.wav
anger,../data/clean_audios/TESS\OAF_mop_disgust.wav
fear,../data/clean_audios/TESS\OAF_mop_fear.wav
joy,../data/clean_audios/TESS\OAF_mop_happy.wav
neutral,../data/clean_audios/TESS\OAF_mop_neutral.wav
surprise,../data/clean_audios/TESS\OAF_mop_ps.wav
sadness,../data/clean_audios/TESS\OAF_mop_sad.wav
anger,../data/clean_audios/TESS\OAF_mouse_angry.wav
anger,../data/clean_audios/TESS\OAF_mouse_disgust.wav
fear,../data/clean_audios/TESS\OAF_mouse_fear.wav
joy,../data/clean_audios/TESS\OAF_mouse_happy.wav
neutral,../data/clean_audios/TESS\OAF_mouse_neutral.wav
surprise,../data/clean_audios/TESS\OAF_mouse_ps.wav
sadness,../data/clean_audios/TESS\OAF_mouse_sad.wav
anger,../data/clean_audios/TESS\OAF_nag_angry.wav
anger,../data/clean_audios/TESS\OAF_nag_disgust.wav
fear,../data/clean_audios/TESS\OAF_nag_fear.wav
joy,../data/clean_audios/TESS\OAF_nag_happy.wav
neutral,../data/clean_audios/TESS\OAF_nag_neutral.wav
surprise,../data/clean_audios/TESS\OAF_nag_ps.wav
sadness,../data/clean_audios/TESS\OAF_nag_sad.wav
anger,../data/clean_audios/TESS\OAF_name_angry.wav
anger,../data/clean_audios/TESS\OAF_name_disgust.wav
fear,../data/clean_audios/TESS\OAF_name_fear.wav
joy,../data/clean_audios/TESS\OAF_name_happy.wav
neutral,../data/clean_audios/TESS\OAF_name_neutral.wav
surprise,../data/clean_audios/TESS\OAF_name_ps.wav
sadness,../data/clean_audios/TESS\OAF_name_sad.wav
anger,../data/clean_audios/TESS\OAF_near_angry.wav
anger,../data/clean_audios/TESS\OAF_near_disgust.wav
fear,../data/clean_audios/TESS\OAF_near_fear.wav
joy,../data/clean_audios/TESS\OAF_near_happy.wav
neutral,../data/clean_audios/TESS\OAF_near_neutral.wav
surprise,../data/clean_audios/TESS\OAF_near_ps.wav
sadness,../data/clean_audios/TESS\OAF_near_sad.wav
anger,../data/clean_audios/TESS\OAF_neat_angry.wav
anger,../data/clean_audios/TESS\OAF_neat_disgust.wav
fear,../data/clean_audios/TESS\OAF_neat_fear.wav
joy,../data/clean_audios/TESS\OAF_neat_happy.wav
neutral,../data/clean_audios/TESS\OAF_neat_neutral.wav
surprise,../data/clean_audios/TESS\OAF_neat_ps.wav
sadness,../data/clean_audios/TESS\OAF_neat_sad.wav
anger,../data/clean_audios/TESS\OAF_nice_angry.wav
anger,../data/clean_audios/TESS\OAF_nice_disgust.wav
fear,../data/clean_audios/TESS\OAF_nice_fear.wav
joy,../data/clean_audios/TESS\OAF_nice_happy.wav
neutral,../data/clean_audios/TESS\OAF_nice_neutral.wav
surprise,../data/clean_audios/TESS\OAF_nice_ps.wav
sadness,../data/clean_audios/TESS\OAF_nice_sad.wav
anger,../data/clean_audios/TESS\OAF_note_angry.wav
anger,../data/clean_audios/TESS\OAF_note_disgust.wav
fear,../data/clean_audios/TESS\OAF_note_fear.wav
joy,../data/clean_audios/TESS\OAF_note_happy.wav
neutral,../data/clean_audios/TESS\OAF_note_neutral.wav
surprise,../data/clean_audios/TESS\OAF_note_ps.wav
sadness,../data/clean_audios/TESS\OAF_note_sad.wav
anger,../data/clean_audios/TESS\OAF_numb_angry.wav
anger,../data/clean_audios/TESS\OAF_numb_disgust.wav
fear,../data/clean_audios/TESS\OAF_numb_fear.wav
joy,../data/clean_audios/TESS\OAF_numb_happy.wav
neutral,../data/clean_audios/TESS\OAF_numb_neutral.wav
surprise,../data/clean_audios/TESS\OAF_numb_ps.wav
sadness,../data/clean_audios/TESS\OAF_numb_sad.wav
anger,../data/clean_audios/TESS\OAF_pad_angry.wav
anger,../data/clean_audios/TESS\OAF_pad_disgust.wav
fear,../data/clean_audios/TESS\OAF_pad_fear.wav
joy,../data/clean_audios/TESS\OAF_pad_happy.wav
neutral,../data/clean_audios/TESS\OAF_pad_neutral.wav
surprise,../data/clean_audios/TESS\OAF_pad_ps.wav
sadness,../data/clean_audios/TESS\OAF_pad_sad.wav
anger,../data/clean_audios/TESS\OAF_page_angry.wav
anger,../data/clean_audios/TESS\OAF_page_disgust.wav
fear,../data/clean_audios/TESS\OAF_page_fear.wav
joy,../data/clean_audios/TESS\OAF_page_happy.wav
neutral,../data/clean_audios/TESS\OAF_page_neutral.wav
surprise,../data/clean_audios/TESS\OAF_page_ps.wav
sadness,../data/clean_audios/TESS\OAF_page_sad.wav
anger,../data/clean_audios/TESS\OAF_pain_angry.wav
anger,../data/clean_audios/TESS\OAF_pain_disgust.wav
fear,../data/clean_audios/TESS\OAF_pain_fear.wav
joy,../data/clean_audios/TESS\OAF_pain_happy.wav
neutral,../data/clean_audios/TESS\OAF_pain_neutral.wav
surprise,../data/clean_audios/TESS\OAF_pain_ps.wav
sadness,../data/clean_audios/TESS\OAF_pain_sad.wav
anger,../data/clean_audios/TESS\OAF_pass_angry.wav
anger,../data/clean_audios/TESS\OAF_pass_disgust.wav
fear,../data/clean_audios/TESS\OAF_pass_fear.wav
joy,../data/clean_audios/TESS\OAF_pass_happy.wav
neutral,../data/clean_audios/TESS\OAF_pass_neutral.wav
surprise,../data/clean_audios/TESS\OAF_pass_ps.wav
sadness,../data/clean_audios/TESS\OAF_pass_sad.wav
anger,../data/clean_audios/TESS\OAF_pearl_angry.wav
anger,../data/clean_audios/TESS\OAF_pearl_disgust.wav
fear,../data/clean_audios/TESS\OAF_pearl_fear.wav
joy,../data/clean_audios/TESS\OAF_pearl_happy.wav
neutral,../data/clean_audios/TESS\OAF_pearl_neutral.wav
surprise,../data/clean_audios/TESS\OAF_pearl_ps.wav
sadness,../data/clean_audios/TESS\OAF_pearl_sad.wav
anger,../data/clean_audios/TESS\OAF_peg_angry.wav
anger,../data/clean_audios/TESS\OAF_peg_disgust.wav
fear,../data/clean_audios/TESS\OAF_peg_fear.wav
joy,../data/clean_audios/TESS\OAF_peg_happy.wav
neutral,../data/clean_audios/TESS\OAF_peg_neutral.wav
surprise,../data/clean_audios/TESS\OAF_peg_ps.wav
sadness,../data/clean_audios/TESS\OAF_peg_sad.wav
anger,../data/clean_audios/TESS\OAF_perch_angry.wav
anger,../data/clean_audios/TESS\OAF_perch_disgust.wav
fear,../data/clean_audios/TESS\OAF_perch_fear.wav
joy,../data/clean_audios/TESS\OAF_perch_happy.wav
neutral,../data/clean_audios/TESS\OAF_perch_neutral.wav
surprise,../data/clean_audios/TESS\OAF_perch_ps.wav
sadness,../data/clean_audios/TESS\OAF_perch_sad.wav
anger,../data/clean_audios/TESS\OAF_phone_angry.wav
anger,../data/clean_audios/TESS\OAF_phone_disgust.wav
fear,../data/clean_audios/TESS\OAF_phone_fear.wav
joy,../data/clean_audios/TESS\OAF_phone_happy.wav
neutral,../data/clean_audios/TESS\OAF_phone_neutral.wav
surprise,../data/clean_audios/TESS\OAF_phone_ps.wav
sadness,../data/clean_audios/TESS\OAF_phone_sad.wav
anger,../data/clean_audios/TESS\OAF_pick_angry.wav
anger,../data/clean_audios/TESS\OAF_pick_disgust.wav
fear,../data/clean_audios/TESS\OAF_pick_fear.wav
joy,../data/clean_audios/TESS\OAF_pick_happy.wav
neutral,../data/clean_audios/TESS\OAF_pick_neutral.wav
surprise,../data/clean_audios/TESS\OAF_pick_ps.wav
sadness,../data/clean_audios/TESS\OAF_pick_sad.wav
anger,../data/clean_audios/TESS\OAF_pike_angry.wav
anger,../data/clean_audios/TESS\OAF_pike_disgust.wav
fear,../data/clean_audios/TESS\OAF_pike_fear.wav
joy,../data/clean_audios/TESS\OAF_pike_happy.wav
neutral,../data/clean_audios/TESS\OAF_pike_neutral.wav
surprise,../data/clean_audios/TESS\OAF_pike_ps.wav
sadness,../data/clean_audios/TESS\OAF_pike_sad.wav
anger,../data/clean_audios/TESS\OAF_pole_angry.wav
anger,../data/clean_audios/TESS\OAF_pole_disgust.wav
fear,../data/clean_audios/TESS\OAF_pole_fear.wav
joy,../data/clean_audios/TESS\OAF_pole_happy.wav
