audio_data,emotion
[0.0011146  0.00116278 0.00105864 ... 0.00702254 0.00718862 0.00753272],anger
[0.01860224 0.0150997  0.01307002 ... 0.017017   0.01607669 0.0131291 ],anger
"[ 0.00287324  0.00280514  0.00282177 ... -0.00054797 -0.00052548
 -0.00050664]",fear
"[-0.05327651 -0.05307203 -0.04810279 ... -0.06400351 -0.07028647
 -0.07954566]",joy
"[-0.00224718 -0.00232643  0.00331368 ...  0.00300849  0.00501546
  0.00767699]",neutral
"[-0.00893833 -0.01002506 -0.01138317 ... -0.08959061 -0.09020901
 -0.08658962]",surprise
"[-0.01079196 -0.01324032 -0.01638658 ...  0.00253851  0.00249052
  0.0026427 ]",sadness
"[-0.00478838 -0.00170044 -0.00210665 ... -0.00161636 -0.00165294
 -0.00153345]",anger
"[-0.02864802 -0.02423856 -0.02018158 ... -0.02514577 -0.02482251
 -0.01781638]",anger
"[-0.00442273 -0.00442836  0.00313365 ...  0.00151118  0.00148762
  0.00141934]",fear
"[ 0.01065742 -0.01243469 -0.00602288 ...  0.01817132  0.01312661
  0.00830837]",joy
"[-2.8064335e-04 -1.2251898e-05 -5.9815762e-03 ...  1.1937270e-03
  3.9819460e-03  5.3987624e-03]",neutral
"[-0.07739477 -0.0869424  -0.09652718 ... -0.00053306 -0.0005361
 -0.00044521]",surprise
"[-0.03442339 -0.03741259 -0.03804713 ... -0.00047983 -0.00060544
 -0.00107413]",sadness
"[ 0.00442263  0.00332589 -0.00453032 ...  0.0040092   0.00245842
  0.00043479]",anger
"[-0.03569871 -0.01622514  0.00020933 ... -0.00547631 -0.00502345
 -0.00435142]",anger
"[-0.00292784  0.0020416  -0.00106419 ... -0.00274307 -0.00280271
 -0.00270395]",fear
"[ 0.03800179  0.03171733  0.02247995 ... -0.01265396 -0.01382546
 -0.01468781]",joy
"[-0.00354635  0.00451674  0.0053089  ...  0.02063243  0.01963634
  0.01760824]",neutral
"[ 0.07540498  0.0636576   0.05539173 ... -0.0129991  -0.01003495
 -0.00555017]",surprise
[0.02844406 0.02475178 0.0275436  ... 0.00160153 0.0051714  0.00881496],sadness
"[-0.00204919 -0.00462302 -0.01175225 ... -0.00138809 -0.00187057
 -0.00291626]",anger
"[-0.0236917  -0.02295005 -0.0222955  ... -0.00716098 -0.00379739
 -0.00049245]",anger
"[-0.01017436  0.00988069  0.00224307 ...  0.00326868 -0.00170966
  0.00014126]",fear
"[-0.00589259 -0.00034437  0.01005449 ...  0.01668299  0.01728427
  0.01895662]",joy
"[ 0.00896742  0.01073392  0.01421146 ... -0.014366   -0.01516073
 -0.0167217 ]",neutral
"[-0.02062131 -0.02104297 -0.02147199 ... -0.02808455 -0.02564407
 -0.01935063]",surprise
"[ 0.05429348  0.05100071  0.04736609 ... -0.00181239 -0.00175908
 -0.00175345]",sadness
[0.00010015 0.00030854 0.00036704 ... 0.00504332 0.00524692 0.00521516],anger
[0.0441548  0.03765813 0.03453852 ... 0.06271685 0.07259946 0.07318084],anger
"[-0.00043681 -0.00128792  0.00065858 ...  0.0338247   0.0386021
  0.04183885]",fear
"[-0.0191428  -0.02342179 -0.02966548 ...  0.03391739  0.0287575
  0.02458609]",joy
"[ 0.00083372 -0.01015704  0.00547577 ...  0.02306522  0.0258566
  0.02802078]",neutral
"[-0.17427516 -0.1899068  -0.2024858  ... -0.05151949 -0.07323509
 -0.09125577]",surprise
"[-0.01383197 -0.0167437  -0.01965993 ...  0.00062782  0.00197006
  0.00107946]",sadness
"[-0.0070978  -0.00202963  0.00420346 ...  0.00485462  0.00483257
  0.0048042 ]",anger
[0.00961271 0.00249467 0.0017796  ... 0.00653336 0.00453115 0.00194987],anger
"[-0.00776669 -0.00222954  0.00196242 ...  0.02609046  0.02979543
  0.02406857]",joy
"[ 0.00325774  0.00236883  0.00577022 ...  0.00470166 -0.00025131
 -0.00534408]",neutral
"[ 0.0040931   0.00036892 -0.00108143 ... -0.01980778 -0.01570615
 -0.01238723]",surprise
"[ 2.2701679e-02  1.6504997e-02  1.1939082e-02 ... -1.5416155e-04
 -5.2913525e-05 -1.9529610e-04]",sadness
"[-0.01173112 -0.01385934 -0.00563465 ...  0.00142383  0.00158173
  0.00169271]",anger
[0.00583104 0.00691499 0.01005981 ... 0.01700561 0.01941058 0.02073958],anger
[0.0009334  0.00234501 0.00026513 ... 0.00415683 0.00232254 0.00019169],fear
"[ 0.00164055  0.00566018 -0.01152825 ... -0.02587733 -0.03359046
 -0.0344613 ]",joy
"[-0.00150354  0.00220656  0.0050345  ... -0.02317237 -0.02648517
 -0.02859594]",neutral
"[ 0.00202883  0.01285854 -0.00831422 ...  0.02453652  0.02013635
  0.01457058]",surprise
"[-0.08487834 -0.08674715 -0.08740509 ... -0.00039396 -0.00028552
 -0.00043951]",sadness
"[ 0.00030155  0.00040577  0.00070642 ...  0.00011161 -0.00029422
 -0.00040909]",anger
"[-0.01053522 -0.01525521 -0.01791569 ... -0.05311444 -0.04761143
 -0.04105106]",anger
"[-6.6663683e-03 -3.8448321e-03  1.8955793e-03 ...  7.0342806e-04
 -9.4081392e-05 -6.7524984e-04]",fear
"[ 0.01808239  0.01274088  0.01378459 ... -0.05788511 -0.05022798
 -0.03750686]",joy
"[-0.00371256  0.00359849  0.00268027 ... -0.01030189 -0.01072903
 -0.01158004]",neutral
"[ 0.01573861 -0.03056885  0.0129548  ... -0.01059544 -0.01622756
 -0.02206026]",surprise
"[-0.00439051  0.0078257   0.00804201 ...  0.00257461  0.00210881
  0.00204529]",sadness
"[6.1845160e-05 1.7283071e-04 1.3173807e-04 ... 3.2462270e-03 3.2386091e-03
 3.3120152e-03]",anger
"[-0.10702845 -0.06186608 -0.04332653 ...  0.11458326  0.12659152
  0.15770441]",anger
[0.00021327 0.00021869 0.0001895  ... 0.00031454 0.00060015 0.00079589],fear
"[-0.00460273 -0.00073015 -0.00482835 ...  0.00682073  0.01086513
  0.01481134]",joy
"[ 0.00129958  0.00796207  0.00599823 ... -0.02116408 -0.02015143
 -0.01954796]",neutral
"[-0.01607731 -0.00480026  0.01757251 ...  0.04811919  0.05291443
  0.05261215]",surprise
"[-0.04853795 -0.0304911  -0.03299344 ...  0.00137101  0.00139984
  0.00130668]",sadness
"[ 0.00085589  0.00264808  0.00296137 ... -0.00078401 -0.00039377
  0.00022136]",anger
"[-0.0152051  -0.01666064 -0.01647978 ... -0.06590069 -0.06643596
 -0.06667649]",anger
"[ 0.00549367  0.00450158 -0.0056713  ...  0.0036053   0.00160036
 -0.00680081]",fear
"[ 0.00713776  0.00160957 -0.00936183 ...  0.00412031  0.00453623
 -0.00041512]",joy
"[-0.02047754 -0.01897773 -0.01784044 ...  0.02195776  0.01930626
  0.01681409]",neutral
"[-0.05019757 -0.05409849 -0.05663619 ...  0.00445811  0.0034988
  0.00283032]",surprise
[0.01078688 0.00922916 0.00862629 ... 0.01843452 0.01680411 0.01519265],sadness
"[-0.001098   -0.00100838 -0.00097197 ...  0.00220869  0.00197252
  0.00180987]",anger
"[-0.0433267  -0.02614598 -0.01511611 ...  0.03273861  0.02278031
  0.01530486]",anger
"[-0.00289833 -0.00293717 -0.00295246 ... -0.01309774 -0.01407578
 -0.01455551]",fear
"[-0.00319147 -0.0050973  -0.00219272 ...  0.02917429  0.03254289
  0.03195243]",joy
"[-0.00045373  0.00952254  0.01007956 ... -0.00758886 -0.01070656
 -0.01233574]",neutral
"[ 0.01008254 -0.01079198 -0.00732935 ...  0.00912848  0.01245703
  0.01229819]",surprise
"[ 0.01628201  0.01279646  0.0098922  ... -0.00066017 -0.00070522
 -0.00071966]",sadness
"[-0.00334437 -0.00329006 -0.0033326  ...  0.00522845  0.00489226
  0.00624037]",anger
"[-0.00470767 -0.01095806 -0.01971792 ... -0.00709302 -0.01205766
 -0.01207132]",anger
"[ 0.00759832 -0.00058808  0.00204744 ...  0.00091084  0.00140115
  0.00179111]",fear
"[-0.00054634  0.00032373 -0.00325184 ... -0.00279189 -0.00233636
 -0.00229983]",joy
"[-0.00384147 -0.00067796  0.00304324 ... -0.01042701  0.00285295
  0.00838566]",neutral
"[-0.00901633 -0.0250108  -0.01776889 ... -0.03349761 -0.02053573
 -0.01427506]",surprise
"[-0.01761044 -0.0181464  -0.01970438 ... -0.0060319  -0.00748402
 -0.00883271]",sadness
[0.00112256 0.00104252 0.00104487 ... 0.00260413 0.00211599 0.00179469],anger
"[-0.00279959 -0.01158206 -0.00610817 ... -0.02839015 -0.03584718
 -0.04428634]",anger
"[-0.0087298  -0.00690835 -0.00694375 ...  0.0026385  -0.00293462
 -0.01043702]",joy
"[-0.00309558  0.00293405  0.00395132 ... -0.02804886 -0.02575266
 -0.02261128]",neutral
"[-0.0313969   0.00320955  0.02414118 ...  0.03772307  0.03638311
  0.03499785]",surprise
"[-0.01385421 -0.02135193 -0.02641891 ... -0.0012938  -0.00144415
 -0.00092937]",sadness
"[2.4760892e-03 8.4999986e-03 3.1482973e-03 ... 1.3666986e-03 2.4500667e-05
 1.0810117e-03]",anger
[0.00583368 0.00407321 0.00420347 ... 0.00878667 0.01048855 0.01150867],anger
"[-0.00741441  0.00411427  0.00186886 ...  0.00063475 -0.00142182
  0.00074945]",fear
"[-0.00468274  0.00647314  0.01551818 ...  0.0024108   0.00201322
  0.00222569]",joy
"[-0.02867503 -0.03097877 -0.03268304 ... -0.00038927  0.00240781
  0.00355431]",neutral
"[-1.65685602e-02  5.17472113e-03  1.24666225e-02 ... -6.28764799e-04
 -9.99039476e-05  7.03148893e-04]",surprise
"[ 0.0152621   0.01497348  0.01807681 ... -0.011091   -0.01275224
 -0.01362392]",sadness
"[-0.00065169 -0.00072908 -0.00070109 ...  0.00016237  0.00015467
  0.00023012]",anger
[0.02969556 0.02671922 0.02388803 ... 0.05956402 0.06088381 0.06707221],anger
"[-0.00150043 -0.0014419  -0.00151382 ... -0.00149501 -0.00167949
 -0.00171035]",fear
"[-0.00402511 -0.00654252  0.00158401 ... -0.0036525  -0.00382624
 -0.0037614 ]",joy
"[ 0.00354018  0.00055103  0.00264791 ... -0.01693198 -0.01557622
 -0.01499224]",neutral
"[-0.00462593 -0.00219211  0.02292619 ... -0.00472914 -0.00947692
 -0.01158814]",surprise
[0.01943422 0.01121722 0.00353659 ... 0.00305664 0.00322552 0.00333819],sadness
"[-0.00020511  0.00306899 -0.00850119 ...  0.00065417  0.00063276
  0.00056267]",anger
"[ 0.04304799  0.04665947  0.03799642 ... -0.09712756 -0.10019144
 -0.09275393]",anger
[0.00112318 0.00110146 0.00114842 ... 0.00180842 0.00159502 0.00150774],fear
[0.03847902 0.03201345 0.0281938  ... 0.03630409 0.02530977 0.01480563],joy
"[-0.00104569  0.00668555  0.00792835 ...  0.01181145  0.00977655
  0.00887466]",neutral
[0.05559754 0.06279594 0.06220914 ... 0.02910035 0.0147099  0.00482787],surprise
"[ 0.01114576  0.01013827  0.00830568 ... -0.00475658 -0.00342009
 -0.00183369]",sadness
"[-0.00269933 -0.00266762 -0.00183514 ...  0.00252276  0.00279992
  0.00205007]",anger
[0.0120092  0.02112145 0.03019168 ... 0.01155538 0.00962921 0.00527587],anger
"[-1.5857242e-04  9.1738402e-05  1.1661194e-03 ... -9.7121648e-04
 -2.4709369e-03  1.6570974e-03]",fear
[0.00395459 0.0073661  0.00093949 ... 0.00980014 0.00984427 0.00976113],joy
"[ 0.00591111  0.00289177 -0.00300494 ... -0.04757641 -0.04859502
 -0.04501421]",neutral
"[-0.01638011 -0.01322256 -0.00487681 ...  0.02021816  0.01870544
  0.01923881]",surprise
"[-0.01958245 -0.0195749  -0.01568994 ... -0.00716431 -0.0028264
 -0.00244685]",sadness
"[-0.00196204 -0.00178919 -0.00196019 ...  0.00279191  0.00274507
  0.0026788 ]",anger
"[-0.00078026 -0.0045846   0.0004434  ... -0.00567483 -0.00335001
 -0.00030394]",anger
"[ 0.00223512  0.00668083 -0.01096352 ... -0.00329758 -0.00452173
 -0.00572121]",fear
"[-0.00355453 -0.00140497 -0.00109225 ... -0.01416902 -0.01460082
 -0.0181431 ]",joy
"[ 0.00446693  0.00129601 -0.00059586 ... -0.02486181 -0.02504148
 -0.02416067]",neutral
"[ 0.03314659  0.04076117  0.04687067 ... -0.02220823 -0.01773822
 -0.01110169]",surprise
"[-0.0242089  -0.03147316 -0.0323825  ... -0.00164126 -0.00321627
 -0.00501186]",sadness
"[-0.01630405 -0.00709149  0.0014851  ...  0.13097419  0.14264941
  0.15550378]",anger
"[ 0.00067079  0.00055678 -0.00057335 ...  0.00279117  0.00277505
  0.00301414]",fear
"[ 0.00363359 -0.0126235   0.01020376 ... -0.0047386  -0.00482221
 -0.0048475 ]",joy
"[-0.00166443  0.00457163  0.00390512 ...  0.02630497  0.02190703
  0.0217728 ]",neutral
"[-0.01897788  0.01270169 -0.00662186 ...  0.01390589  0.00051937
 -0.01094709]",surprise
"[-0.01143496 -0.00705425 -0.01103245 ...  0.00737831  0.00756996
  0.00799627]",sadness
"[ 0.00230404 -0.00587898 -0.00480283 ... -0.00032783 -0.00032547
 -0.00011354]",anger
"[ 0.0062799  -0.00555817 -0.01858576 ...  0.02396909  0.02345223
  0.02274745]",anger
"[-0.00154681  0.00818091 -0.01646726 ... -0.04755184 -0.05513944
 -0.05918822]",joy
"[-0.00032662  0.00323426 -0.00040555 ...  0.02614714  0.02625943
  0.0265526 ]",neutral
[0.0319434  0.02741054 0.01823181 ... 0.02417311 0.01907869 0.01038394],surprise
"[-0.00068222  0.00290816  0.00454173 ... -0.00721732 -0.00603695
 -0.00469656]",sadness
"[-0.08172061 -0.0874536  -0.10540477 ... -0.0315381  -0.04013626
 -0.04959203]",anger
"[-0.00091831 -0.00083029 -0.00077734 ... -0.00453058 -0.00510005
 -0.00527805]",fear
"[ 0.00518827 -0.00081451 -0.01527477 ...  0.01419062  0.0110632
  0.00777658]",joy
[0.04744298 0.04599344 0.04140028 ... 0.0235934  0.02289971 0.02192435],neutral
"[-1.7177728e-03  1.1761429e-03  1.1482569e-02 ...  3.6836776e-05
  3.9031613e-03  8.2075614e-03]",surprise
"[-0.01666197 -0.01866968 -0.02250912 ...  0.00143765  0.00870108
  0.01593824]",sadness
"[ 0.00930267  0.01196145 -0.00080492 ... -0.03184507 -0.03643001
 -0.03948456]",anger
"[ 0.04185225  0.0372838   0.03765683 ... -0.08003606 -0.05750496
 -0.0290639 ]",anger
"[-0.01806153 -0.0003043  -0.00105306 ...  0.01953365  0.01311956
  0.00499099]",joy
"[ 0.0046571   0.00523429 -0.00346039 ... -0.00195077  0.00018215
  0.00071016]",neutral
"[ 0.01201505 -0.00716276 -0.0014647  ... -0.0059229   0.00120384
  0.00764623]",surprise
[0.02422984 0.02840847 0.03217012 ... 0.02512622 0.0242568  0.02313047],sadness
"[ 0.00530796 -0.00349238 -0.00858822 ...  0.00155028  0.00153796
  0.00152206]",anger
"[-0.03663861 -0.04559055 -0.05558253 ... -0.02885304 -0.0282107
 -0.02668947]",anger
"[-1.6246567e-03  1.1865681e-03 -7.2926676e-05 ... -1.2068935e-03
 -1.2430623e-03 -1.5634941e-03]",fear
"[-0.00568014  0.00980363  0.00122293 ... -0.0017233   0.00839209
  0.00915091]",joy
"[2.1684080e-02 2.2926714e-02 2.0772213e-02 ... 1.8546940e-03 9.4310631e-04
 4.7174530e-05]",neutral
"[-0.01842413  0.01381982  0.00395532 ... -0.00740967 -0.00992699
 -0.00960855]",surprise
[0.0169893  0.01465033 0.01288195 ... 0.00125322 0.00099037 0.00210285],sadness
"[-0.05759527 -0.04320345 -0.03026462 ...  0.0450443   0.04708447
  0.04316825]",anger
"[ 0.00151858  0.0015395   0.00144356 ... -0.01904009 -0.01730139
 -0.01575106]",fear
"[ 0.00393499 -0.00521149 -0.00595887 ...  0.00084106  0.00117077
 -0.00049999]",joy
"[-0.01345457 -0.01530382 -0.01588724 ...  0.01620205  0.01432756
  0.01087417]",neutral
"[-0.01642012 -0.0196686  -0.02151487 ... -0.00099719 -0.00345999
 -0.00383896]",surprise
"[-0.0441165  -0.04696656 -0.05061312 ...  0.02756678  0.03065398
  0.03417933]",sadness
"[-0.00322887 -0.00369968 -0.00422964 ... -0.00125177 -0.00175654
 -0.0034063 ]",anger
"[-0.07293618 -0.05664232 -0.04843118 ...  0.01427777  0.01299755
  0.01143769]",anger
"[ 0.00453399 -0.00691575 -0.00362482 ... -0.0059979  -0.00616709
 -0.00549103]",fear
"[-0.00899451  0.0042303  -0.00639778 ... -0.03364408 -0.02734295
 -0.01929338]",joy
"[-0.0162446  -0.01837002 -0.02086842 ... -0.00158833 -0.00627183
 -0.01062929]",neutral
"[-0.00057459 -0.00165088 -0.00986485 ... -0.0198625  -0.0169172
 -0.0122833 ]",surprise
"[-0.04464443 -0.04642361 -0.04875652 ...  0.02011363  0.02049812
  0.02092864]",sadness
"[-0.00032649  0.00450514  0.0017622  ... -0.00459849 -0.00531648
 -0.00582939]",anger
"[ 0.03957393  0.0365851   0.03280451 ... -0.06285368 -0.05530392
 -0.03089602]",anger
"[-0.00397638 -0.00394092 -0.00390059 ... -0.00275057 -0.0027709
 -0.00280429]",fear
"[ 0.01095011  0.00187142 -0.0142873  ...  0.00118982 -0.00154913
 -0.00183484]",joy
"[-0.00216211 -0.00549271  0.01021068 ...  0.00127834  0.00265032
  0.00461216]",neutral
"[-0.04757689 -0.05345603 -0.06385914 ...  0.00992155  0.01065077
  0.01066244]",surprise
"[-0.03267485 -0.03601073 -0.035422   ... -0.02940265 -0.03207381
 -0.03337178]",sadness
"[-0.00407832  0.0076625   0.00514952 ... -0.00133855 -0.00175817
 -0.00092337]",anger
"[ 0.00934387  0.01389789  0.01016365 ... -0.03232835 -0.02589929
 -0.01251679]",anger
[0.06886755 0.05962595 0.04580479 ... 0.0298304  0.02282853 0.01225944],joy
"[-0.00111747  0.00103999  0.00109717 ...  0.02977005  0.0284296
  0.02396353]",neutral
[0.03579089 0.03515104 0.03475439 ... 0.01692917 0.02079318 0.02253101],surprise
"[-0.00583987  0.00207286  0.00051372 ...  0.00167154  0.00139609
  0.00074271]",sadness
"[-0.00426566 -0.00391353 -0.00436185 ...  0.00051454  0.00077113
  0.00072393]",anger
"[-0.03625271 -0.04685342 -0.05290843 ...  0.00037819  0.02903644
  0.05530095]",anger
"[-0.00533848 -0.00234647  0.00796155 ... -0.0013236  -0.00124718
 -0.0011526 ]",fear
[0.00453729 0.00183465 0.00066211 ... 0.00548245 0.00513784 0.00912581],joy
"[ 0.00185117  0.00115374 -0.00176643 ... -0.01168106 -0.01123947
 -0.01121422]",neutral
[0.00900561 0.00876861 0.01022951 ... 0.04121798 0.03708773 0.03396177],surprise
"[-1.7115785e-02 -2.2211634e-02 -2.0669073e-02 ... -1.6900825e-03
 -3.3968526e-03 -4.3169886e-05]",sadness
[0.01339588 0.00044054 0.00835118 ... 0.00577328 0.00473895 0.00300448],anger
"[-0.03298067 -0.01664189 -0.03502471 ...  0.04457293  0.04573521
  0.04842919]",anger
"[ 0.00546055  0.00193262  0.00635618 ... -0.00324171  0.00374133
  0.00482274]",fear
"[ 2.3277844e-03  3.4589912e-03  7.6709553e-03 ...  1.5688601e-03
  6.7256711e-05 -3.2345359e-03]",joy
"[ 0.0010822   0.00914906 -0.0026766  ...  0.00097549 -0.00064492
 -0.00303608]",neutral
"[ 0.0160977   0.003498   -0.00362803 ...  0.02047331  0.02735163
  0.03259347]",surprise
"[-0.021015   -0.02275094 -0.01663793 ...  0.00397083  0.00339668
  0.00428084]",sadness
"[ 0.00909381 -0.00070084  0.0175695  ... -0.01200613 -0.01308205
 -0.0129847 ]",anger
[0.0265336  0.02695891 0.02485593 ... 0.03995713 0.04108116 0.04104784],anger
"[-6.2502397e-05  5.8942451e-04 -4.4636903e-03 ... -1.2081420e-02
 -1.1579434e-02 -1.0929043e-02]",fear
"[ 0.0060126   0.00379177 -0.00828401 ...  0.03686282  0.04184564
  0.04328947]",joy
"[-0.03604022 -0.03917153 -0.03806116 ...  0.00895058  0.00732738
  0.00505343]",neutral
"[-0.00681451  0.00376888  0.01039652 ...  0.01009584  0.01174751
  0.01109763]",surprise
"[ 0.00973924  0.00816157  0.00928106 ... -0.00303599 -0.00528594
 -0.00542829]",sadness
"[-0.00157359 -0.00238282 -0.00469506 ...  0.00518355  0.00524189
  0.00507309]",anger
"[ 0.00051514  0.02366013  0.03971551 ... -0.0079125  -0.00425719
  0.0014864 ]",anger
"[-0.01226353  0.01578633 -0.00540056 ...  0.00317465  0.00326837
  0.00316515]",fear
"[ 0.01037932 -0.00457241 -0.00959075 ... -0.03058111 -0.03509505
 -0.04179211]",joy
"[ 0.00201503  0.00268893 -0.00634013 ...  0.0209762   0.01944849
  0.01704211]",neutral
"[ 0.01711826  0.01384869  0.01505435 ... -0.04389331 -0.04079757
 -0.03094953]",surprise
"[ 0.0262727   0.02564558  0.02404871 ... -0.00204581  0.00018059
  0.00078531]",sadness
"[-0.00143533 -0.01163496 -0.02148852 ...  0.0075861   0.00555418
  0.00240739]",anger
"[-0.00486771  0.00137216  0.00143755 ...  0.00792086  0.00605806
  0.00454328]",fear
"[ 0.00050049 -0.00169653 -0.00118198 ... -0.00388672 -0.00708638
 -0.00785982]",joy
"[ 0.0016094  -0.00074683 -0.00176395 ...  0.00509225  0.00512846
  0.00494711]",neutral
"[ 0.00546406 -0.00855727 -0.00848726 ... -0.03093516 -0.04393579
 -0.02977123]",surprise
[0.04000594 0.0460454  0.04005295 ... 0.02205183 0.01968567 0.01894478],sadness
"[ 0.01292783 -0.00519526 -0.00174341 ...  0.00193907  0.00180932
  0.0016065 ]",anger
"[ 0.03246637  0.03092031  0.027605   ... -0.02363811 -0.02589961
 -0.03126392]",anger
"[-0.00856485  0.00682049  0.00717924 ... -0.01288228  0.00265524
  0.0084148 ]",joy
"[-0.00292949  0.00517148  0.00110387 ... -0.00200702 -0.00218092
 -0.00084524]",neutral
"[-0.0310458   0.01185716  0.00838368 ...  0.01883796  0.02026685
  0.01661648]",surprise
"[-0.03152141 -0.03101722 -0.02439192 ...  0.00304299  0.00089004
 -0.0002658 ]",sadness
[0.0018581  0.00190279 0.00196145 ... 0.00275015 0.00287963 0.00263669],anger
"[-0.05958104 -0.06084735 -0.05933031 ...  0.03571402  0.02139807
  0.00859791]",anger
"[-4.1032872e-05 -2.2222428e-04 -3.0449373e-04 ... -1.3106244e-03
 -1.3191033e-03 -1.4179270e-03]",fear
[0.02663439 0.04099852 0.04678204 ... 0.03492961 0.02588376 0.02157288],joy
"[-0.00225826  0.0036024   0.00353042 ... -0.01594966 -0.01639163
 -0.01543535]",neutral
"[ 0.03451501  0.0374051   0.0371375  ... -0.05147163 -0.03377176
 -0.03178462]",surprise
"[-0.0059392  -0.00788658 -0.00849986 ...  0.00076677 -0.00317095
 -0.00689672]",sadness
"[-0.00439637 -0.00487934 -0.0048873  ...  0.00207357  0.00170312
  0.00121262]",anger
"[ 0.02906856  0.01935557  0.01136443 ... -0.01376284 -0.00547328
 -0.00325229]",anger
"[-0.00320522 -0.00078501  0.00072391 ...  0.00915225  0.01090671
  0.01227215]",fear
"[-0.00102109 -0.00284056 -0.00116482 ... -0.01721141 -0.02458227
 -0.02644298]",joy
"[ 0.00449771  0.00078528 -0.00582718 ... -0.0181378  -0.01585318
 -0.0121531 ]",neutral
"[-0.00667923 -0.00152469  0.00554782 ... -0.00116457 -0.00232573
 -0.00366937]",surprise
"[ 2.1753831e-02  2.2714466e-02  2.3355130e-02 ...  2.5235098e-03
  3.0942783e-03 -2.9309711e-05]",sadness
"[-0.0013691  -0.00135036 -0.0015365  ...  0.00087127  0.00275105
  0.00213292]",anger
"[ 0.01903769  0.02923423  0.0407967  ... -0.02750675 -0.03489675
 -0.03499647]",anger
